,Unnamed: 0,0,NAME,GEO_ID,DP03_0068E,DP03_0069E,DP03_0066E,DP03_0067E,DP03_0064E,DP03_0065E,DP03_0062E,DP03_0063E,DP03_0060E,DP03_0061E,DP03_0070E,DP03_0071E,DP03_0078E,DP03_0079E,DP03_0076E,DP03_0077E,DP03_0074E,DP03_0075E,DP03_0072E,DP03_0073E,DP03_0082E,DP03_0083E,DP03_0080E,DP03_0081E,DP03_0088E,DP03_0089E,DP03_0086E,DP03_0087E,DP03_0084E,DP03_0085E,DP03_0094E,DP03_0092E,DP03_0093E,DP03_0090E,DP03_0091E,DP03_0058E,DP03_0059E,DP03_0056E,DP03_0057E,DP03_0054E,DP03_0055E,DP03_0052E,DP03_0053E,DP03_0051E,state,place,CITY,STATE
156,157,157,"Concord city, California",1600000US0616000,9468,39273,13435,20562,39287,112579,91185,109364,6018,5945,2016,9319,1885,2234,803,525,3036,31353,763,2346,4175,7489,2200,3710,43442,18091,100521,120003,3887,4445,55642,41604,72204,61924,83064,6892,9519,3967,6869,3409,2885,2210,1730,49444,6,16000,Concord, California
157,158,158,"East Los Angeles CDP, California",1600000US0620802,1786,29630,8896,14472,25721,61348,45938,60492,466,600,2873,9180,2170,3260,1438,859,2714,24497,1254,5010,3118,3815,3682,5242,17587,6354,55112,65211,403,510,30940,28368,36371,22424,32008,3353,4626,4549,5479,3224,4413,2157,1984,30851,6,20802,East Los Angeles, California
158,159,159,"El Cajon city, California",1600000US0621712,4769,28825,7841,16191,27573,73299,52691,75536,2151,1622,3673,11516,1408,2023,1428,1529,4834,23520,2564,3254,3037,3250,3240,4546,25722,9633,58793,80482,1829,1230,38320,29874,50667,39882,57235,4572,3932,4913,5920,2538,2787,2269,2449,33153,6,21712,El Cajon, California
159,160,160,"Hayward city, California",1600000US0633000,8063,25955,11916,18211,42311,104629,80134,104033,4312,5537,2935,9353,1007,1801,490,616,4559,35352,5244,3922,5228,7484,3108,7725,34034,13513,86888,112386,3344,4549,52160,48134,60051,61569,71521,6928,9350,4537,10693,2344,2597,983,1584,48865,6,33000,Hayward, California
160,161,161,"Jurupa Valley city, California",1600000US0637692,3980,24356,7561,17781,20080,85997,71663,85928,2303,1417,1590,9540,958,1898,550,485,2869,20021,716,4066,2447,3749,3132,3534,21711,3851,71707,87326,2065,1203,35715,30079,40849,38081,52169,3216,4249,3547,3945,1483,2132,816,764,23872,6,37692,Jurupa Valley, California
161,162,162,"Lake Elsinore city, California",1600000US0639486,2844,22801,4645,16916,15488,86995,69159,85805,1440,567,604,6022,719,795,448,298,1651,14857,969,5723,2354,3019,2323,3256,24068,3139,70164,79980,1440,205,35429,30972,53606,33880,94612,2534,3392,2116,4093,1306,1273,543,732,17996,6,39486,Lake Elsinore, California
162,163,163,"Lake Forest city, California",1600000US0639496,4589,53249,8026,21928,25968,134928,106892,138767,3798,5873,1481,13648,745,465,446,155,1116,22574,366,-999999999,2525,4995,1843,2997,51208,8186,119099,148799,3335,5068,67408,50151,86905,54620,99921,3625,6790,3283,3906,797,1040,1233,415,30760,6,39496,Lake Forest, California
163,164,164,"Napa city, California",1600000US0650258,6900,34753,9167,19648,21849,99592,84200,101709,3230,2522,949,10044,1293,1108,332,0,2292,18954,1421,5168,3036,4323,1171,3248,38091,9291,95675,113614,2280,2163,52163,39552,55877,54307,74118,3903,5769,2356,4847,2336,1990,1066,226,28245,6,50258,Napa, California
164,165,165,"Newport Beach city, California",1600000US0651182,4588,55065,10732,24782,29623,191098,124978,199677,5250,11043,1064,9823,395,236,976,238,481,20348,539,5525,1614,3322,389,1368,91159,17954,167842,268767,3398,8412,71103,71473,105040,83296,117332,4095,6485,1412,3662,1525,1437,2030,1363,38302,6,51182,Newport Beach, California
165,166,166,"Orange city, California",1600000US0653980,6690,31252,10917,20942,35200,113182,87143,113480,5088,6017,1920,10400,990,1741,806,710,2423,30758,1499,2948,4154,5901,2132,4978,36880,12169,98520,125409,4043,5303,51134,41442,59354,51653,72440,5282,7809,3097,7031,2350,2674,1854,1725,42927,6,53980,Orange, California
166,167,167,"Redwood City city, California",1600000US0660102,2966,42955,7407,18820,25499,167552,121152,169393,3494,8564,591,7676,550,1895,414,242,1809,19615,857,2596,1215,3516,1013,1381,60222,9883,138956,191632,2801,6588,66413,48745,81989,93031,112876,2663,5865,1888,2322,1164,1819,1235,484,29498,6,60102,Redwood City, California
167,168,168,"Rocklin city, California",1600000US0662364,4708,38951,5872,20449,16940,117251,94352,116084,2754,2874,1006,11555,268,431,176,54,471,15026,583,9407,3173,3330,860,1932,37979,6180,108028,131895,2274,2528,60290,43680,81203,51403,69918,3848,4235,1824,3077,757,992,707,138,21206,6,62364,Rocklin, California
168,169,169,"San Buenaventura (Ventura) city, California",1600000US0665042,8816,39314,13400,19608,33016,91318,76235,93353,3961,3637,1767,9134,1436,2281,473,590,4189,27300,1079,4261,4906,5259,3072,3560,37127,15444,82482,102389,2982,2741,43082,37277,67432,51656,71765,6232,8311,5240,6316,2832,3135,1282,1798,42744,6,65042,San Buenaventura (Ventura), California
169,170,170,"San Diego city, California",1600000US0666000,80213,34523,122360,19360,429316,105942,79646,108132,52184,60989,24469,10197,17788,19835,9715,5744,35581,314252,13021,4637,35133,62089,32277,45825,40760,199446,92773,123488,37790,48056,50673,39500,60467,60119,79844,64968,91060,54075,80287,34511,35189,22266,18169,513698,6,66000,San Diego, California
170,171,171,"San Ramon city, California",1600000US0668378,3302,29619,4902,21920,23010,204174,175974,195087,3890,11417,299,10462,299,350,163,97,311,20852,266,8089,1148,2646,828,1498,68621,5622,199194,212688,3457,10366,91510,93319,142977,71198,128028,1534,3503,1230,2169,745,741,790,455,26474,6,68378,San Ramon, California
171,172,172,"Visalia city, California",1600000US0682954,7674,33807,11553,17391,33830,92612,63737,90041,2699,3300,4044,10618,2593,2607,1020,908,7134,30804,2249,5425,4201,5381,3539,5193,29892,11925,72296,100271,2417,2945,46570,39948,59700,48821,58989,5378,6730,5046,8238,4117,3851,1933,1437,42729,6,82954,Visalia, California
172,173,173,"Colorado Springs city, Colorado",1600000US0816000,38219,28001,47074,18372,148309,80791,65331,83303,11184,10172,6508,8960,7195,7623,3560,1811,17897,115430,3196,3120,18297,21075,13659,23265,33194,66315,75589,97313,9744,9201,40094,33260,51988,38885,52678,26598,29818,23338,33293,17100,14805,9213,6224,181745,8,16000,Colorado Springs, Colorado
173,174,174,"Fort Collins city, Colorado",1600000US0827425,7633,27878,12879,19083,55553,85739,65635,85393,5140,4252,1415,8261,1378,2769,947,559,3616,35131,1369,2429,4681,7967,2595,6411,33553,30557,89357,109214,4132,3692,42689,30042,57206,46851,55503,7825,10863,6833,14062,5734,5073,3595,2311,65688,8,27425,Fort Collins, Colorado
174,175,175,"Greeley city, Colorado",1600000US0832155,5784,26429,9828,18459,30707,68610,58067,70054,1717,1026,1526,10012,1262,1549,1389,1365,4934,24197,1636,3951,4448,4724,2465,4712,25693,13638,71756,81739,1324,959,41230,30444,50214,36013,46083,5773,5903,4605,7032,3498,3135,3036,2110,37835,8,32155,Greeley, Colorado
175,176,176,"New Haven city, Connecticut",1600000US0952000,3726,25597,10582,16534,38449,72607,41950,65713,2569,2725,4882,9615,2194,2968,2470,2217,14590,25877,1898,3931,2810,1957,3024,4407,26711,24435,50291,77985,1884,1946,45397,29201,46561,33103,50144,5171,3480,6158,8595,4699,5629,5002,6284,50312,9,52000,New Haven, Connecticut
176,177,177,"Jacksonville city, Florida",1600000US1235000,60708,29752,97299,18137,277564,76010,54269,76438,14951,17329,20861,9469,17903,17545,9804,7106,62644,217676,11261,2099,32522,32785,29776,43546,30632,128189,63851,88534,12348,14341,38561,32016,45374,37352,51254,43899,42110,49579,70049,37563,32082,22418,15885,345865,12,35000,Jacksonville, Florida
177,178,178,"Kendall CDP, Florida",1600000US1236100,3056,30172,8803,17595,20612,107852,72546,98741,1889,3392,403,11603,1822,759,560,392,3253,18688,374,1906,2330,3415,2624,2045,36944,8017,81872,111629,1704,3037,46953,38590,54788,33529,64920,3231,4383,3272,3229,2674,1686,2098,851,26705,12,36100,Kendall, Florida
178,179,179,"Lehigh Acres CDP, Florida",1600000US1239925,3967,22182,10349,17362,30421,58353,47348,59009,713,597,2566,9721,2560,3339,1923,1443,7593,27805,583,2892,3581,3233,4965,5813,19159,8844,47348,60585,403,545,27052,25843,35680,36098,45102,4163,3918,6470,8375,3697,4143,2315,2258,36649,12,39925,Lehigh Acres, Florida
179,180,180,"Miramar city, Florida",1600000US1245975,3391,32376,7761,15100,34333,91698,68293,91296,1393,2340,1727,9831,1185,1649,1084,232,5812,30405,1042,2783,4413,6657,5840,6013,27275,7675,71479,94567,1090,2242,43945,40537,45617,55438,71029,5647,7830,7453,8071,991,1974,1930,451,38080,12,45975,Miramar, Florida
180,181,181,"Palm Harbor CDP, Florida",1600000US1254350,7753,24697,12505,21306,18678,74395,59672,74943,1425,1043,877,12781,769,1692,371,82,1578,16796,39,-999999999,2089,3840,1635,4003,33277,10854,74090,92373,1391,924,36705,35030,60119,35997,46298,3691,4461,3415,5602,2663,3446,953,951,27650,12,54350,Palm Harbor, Florida
181,182,182,"Pine Hills CDP, Florida",1600000US1256825,2992,18425,7457,14379,20023,47965,38158,48523,486,0,1899,9476,2708,2888,1061,364,9801,18189,942,1263,2553,1032,3130,3967,14947,6010,42716,52580,486,0,29287,22437,26539,24100,31314,2716,1481,4908,4731,3699,3121,2140,917,24199,12,56825,Pine Hills, Florida
182,183,183,"Tamarac city, Florida",1600000US1270675,5927,23539,11581,17618,19842,70284,50943,75350,615,398,1783,9172,1593,1100,377,490,4007,15418,709,3421,3688,1712,1877,3759,33007,12289,64506,94044,465,357,37463,30806,45153,36139,48950,4470,3241,3839,5711,3974,3261,1004,1194,27707,12,70675,Tamarac, Florida
183,184,184,"The Hammocks CDP, Florida",1600000US1271569,1730,16026,4941,14929,16199,82094,61966,76493,1264,1146,798,7935,1649,1282,921,427,3201,15624,464,1589,2371,2483,1986,2459,24785,3673,67287,79269,1173,873,36413,32211,41573,38745,52720,2681,2833,2533,3447,1861,1382,1423,727,19297,12,71569,The Hammocks, Florida
184,185,185,"Weston city, Florida",1600000US1276582,1234,31969,3634,21051,18054,130395,105591,140216,2600,4500,553,9295,1100,950,235,240,1124,18256,273,1254,1798,3933,1067,2105,41260,-999999999,108964,147411,2328,4500,51469,45285,80574,61025,-999999999,2041,4009,1412,2794,1057,1352,355,195,20315,12,76582,Weston, Florida
185,186,186,"Alpharetta city, Georgia",1600000US1301696,3559,30154,4056,24959,21887,150184,110171,149199,3570,6398,150,-999999999,282,403,303,206,193,18093,175,-999999999,1867,3414,569,1960,56208,6502,150280,172237,3024,6065,66805,69163,108455,62934,76940,3212,3655,1823,3010,1218,906,318,485,24595,13,1696,Alpharetta, Georgia
186,187,187,"Johns Creek city, Georgia",1600000US1342425,3705,22408,5871,23895,24130,147886,121848,147153,4233,5905,602,14447,397,650,0,76,330,22623,119,-999999999,2566,5405,1801,2639,48536,4348,128278,152467,3666,5423,56690,55192,94084,70420,108427,2718,6088,2339,3505,867,731,439,146,26971,13,42425,Johns Creek, Georgia
187,188,188,"Savannah city, Georgia",1600000US1369000,8418,29740,16376,17122,39272,65604,44723,68029,1714,1984,3780,9464,3021,3154,1951,614,8973,28142,552,1115,4569,3137,3981,4875,26785,22976,56265,85113,1323,1517,34347,25209,41175,30610,44305,6332,4376,7572,8422,7144,5087,5150,3337,51118,13,69000,Savannah, Georgia
188,189,189,"Palatine village, Illinois",1600000US1757225,3808,26284,5538,20511,23739,102501,75243,105805,2483,2804,600,9727,875,589,581,276,2577,17649,152,-999999999,2404,3270,2233,2646,42183,9079,90699,120168,2492,2283,46513,40679,65618,49394,74684,3152,5001,4045,4130,2274,1592,489,758,26728,17,57225,Palatine, Illinois
189,190,190,"Rockford city, Illinois",1600000US1765000,12162,26065,20552,19088,44849,60606,42489,62242,2171,2011,3559,9747,3419,3357,2538,1877,12788,37202,2900,3550,5029,4389,5555,7341,26272,23494,54835,75513,2043,1654,35528,27552,40392,28458,38083,5864,5789,9129,10696,8126,7504,5538,3868,60696,17,65000,Rockford, Illinois
190,191,191,"Noblesville city, Indiana",1600000US1854180,2820,31226,4899,19833,21430,98501,84388,97805,2014,1887,728,10826,1019,749,242,47,484,16763,126,-999999999,2591,5179,1073,2218,35621,7476,102103,115564,1758,1887,42280,37449,61654,42327,52496,3361,6270,3610,3097,1274,1928,548,250,24239,18,54180,Noblesville, Indiana
191,192,192,"Olathe city, Kansas",1600000US2052575,6618,27422,11045,20935,42396,93986,86082,94863,5436,2652,989,8844,1583,1501,556,406,2730,36421,194,-999999999,6025,9634,3043,6035,33756,12122,96431,105940,5223,2415,46817,41624,63722,49098,54980,7581,11412,4645,8482,2339,3268,1715,1013,48543,20,52575,Olathe, Kansas
192,193,193,"Bowling Green city, Kentucky",1600000US2108902,3770,19650,7402,13881,19914,56788,38665,55555,340,549,1403,8221,1563,1665,1019,931,3789,12754,404,1932,1881,1791,1333,1803,21454,12469,45774,65813,323,445,31509,20384,45312,27202,38584,2920,2547,3497,4292,3035,3155,2466,2422,25223,21,8902,Bowling Green, Kentucky
193,194,194,"Lexington-Fayette urban county, Kentucky",1600000US2146027,22316,32454,32851,20626,107193,79777,54896,82464,8430,7944,6851,9768,4003,6771,3082,1623,11066,75825,745,3740,9704,13428,8657,14423,34190,55242,73455,100440,7578,6556,41209,31203,47494,36825,54316,14816,17955,21284,22004,10938,15124,7796,4776,131067,21,46027,Lexington-Fayette urban, Kentucky
194,195,195,"Kenner city, Louisiana",1600000US2239475,3505,30782,7888,17719,20474,69490,47317,66352,710,1124,1424,7349,1378,1946,1053,357,4093,16617,482,2271,2237,3098,2410,2395,27417,9795,60257,78968,710,1033,36644,32300,48367,32734,43329,2950,3781,4043,4330,3492,2626,1956,1400,26412,22,39475,Kenner, Louisiana
195,196,196,"Lafayette city, Louisiana",1600000US2240735,7770,24213,14228,18243,40133,76563,52246,73069,2757,3221,1918,8646,2656,1603,1982,566,6798,28004,1183,1352,3432,4882,2531,5002,31198,23592,73766,97320,2542,2808,41164,30834,60719,33581,43277,5532,5663,5494,9615,6091,5538,5044,2641,51596,22,40735,Lafayette, Louisiana
196,197,197,"Metairie CDP, Louisiana",1600000US2250115,9832,29416,20873,18566,44408,85368,55960,81729,3592,3766,1520,9147,3044,2230,761,730,5541,35374,429,1546,4785,6678,4752,5890,35006,22448,75847,101140,3219,3285,46584,37905,50342,34532,48582,7239,8403,9266,8386,7121,4124,3164,2761,57822,22,50115,Metairie, Louisiana
197,198,198,"Columbia CDP, Maryland",1600000US2419125,7867,41453,10714,22063,35218,122540,103246,124752,5539,7475,1946,11535,315,1020,689,487,3116,28293,568,3318,3798,6530,1062,2393,48957,12902,129011,148632,4874,7125,66840,56363,81926,63466,70221,6301,8532,1920,5303,1328,2206,1243,1348,41195,24,19125,Columbia, Maryland
198,199,199,"Gaithersburg city, Maryland",1600000US2431175,3702,35569,4898,22569,21439,109682,76982,109317,1934,4008,785,9869,1056,548,238,518,2163,16165,821,2799,1585,2886,1736,2926,42083,9239,89113,127206,1300,3372,52154,42148,67199,54089,74587,3121,3838,2815,4139,2262,849,1640,798,25404,24,31175,Gaithersburg, Maryland
199,200,200,"Germantown CDP, Maryland",1600000US2432025,3681,30381,5571,19018,26745,110673,91824,113310,2843,3691,533,9883,680,829,505,511,2192,21033,901,1678,3454,5812,1465,2538,41695,7956,104300,119925,2103,3136,63651,44783,60247,67742,88948,4281,6776,2208,5220,482,1843,967,678,28989,24,32025,Germantown, Maryland
200,201,201,"Lowell city, Massachusetts",1600000US2537000,3017,24459,8466,15368,30154,79685,59867,72077,2425,1377,4074,10401,2870,2105,804,898,8549,23798,2182,3932,4345,3879,2304,3752,25891,14104,69239,79597,1852,989,37877,31856,51182,36886,52911,6422,4879,4090,6092,4219,3312,2684,2402,37902,25,37000,Lowell, Massachusetts
201,202,202,"Lynn city, Massachusetts",1600000US2537490,4794,20896,8887,15048,24562,75801,55473,69994,2098,1141,2420,9778,1421,1939,921,617,8167,20910,971,1961,2772,3387,2867,4353,24642,10519,64551,79629,1782,851,41438,30527,47723,24975,41320,3573,4469,4248,5605,3173,2237,3067,1818,31429,25,37490,Lynn, Massachusetts
202,203,203,"Flint city, Michigan",1600000US2629000,8165,18632,14443,17684,28095,39347,28844,38901,389,409,6851,9334,3870,3236,2807,1150,17210,21155,1872,2850,2129,911,3200,3159,17933,21313,32016,45205,321,372,26898,21180,35684,23524,31253,3407,1218,7231,5406,6817,6003,8144,3444,42468,26,29000,Flint, Michigan
203,204,204,"Kalamazoo city, Michigan",1600000US2642160,4497,27125,8263,18148,21892,56520,42759,59022,1047,622,1530,8528,534,1162,1099,249,4512,12031,361,1965,1897,1591,1728,2324,22408,15832,58991,82047,970,477,36600,16510,38822,30602,39879,3151,2182,3946,5107,3431,3584,2864,1929,27863,26,42160,Kalamazoo, Michigan
204,205,205,"Brooklyn Park city, Minnesota",1600000US2707966,3722,27464,5500,22022,23765,89511,70214,87624,3356,1581,2058,11724,881,1890,359,112,3416,20073,2681,2967,3422,3458,2108,3471,31030,7757,84323,100731,2833,1539,42265,36743,50716,38693,49632,4505,3689,2918,5095,1380,2886,1116,1304,27830,27,7966,Brooklyn Park, Minnesota
205,206,206,"Duluth city, Minnesota",1600000US2717000,6775,22386,11600,19959,26832,73126,49050,69315,1635,1395,2348,8473,1168,824,481,317,3911,18272,1860,2069,2649,3458,3002,3785,30047,17926,70886,94278,1267,1321,41366,25966,47086,30653,42218,3997,4617,5976,6181,4400,3705,1959,2333,36198,27,17000,Duluth, Minnesota
206,207,207,"Omaha city, Nebraska",1600000US3137000,27392,26471,51201,19194,149017,84767,59266,83150,10506,11130,9079,9431,5739,8090,3077,2670,20973,108710,3322,2641,18793,19745,12722,19495,33507,76121,77640,104024,8536,9843,41808,34045,50909,37107,47651,25758,24911,24864,35165,15951,15926,12087,8533,184831,31,37000,Omaha, Nebraska
207,208,208,"Passaic city, New Jersey",1600000US3456550,1959,19186,5170,14643,16216,73315,52156,69476,634,664,1479,9984,1574,2496,786,517,6368,14792,489,1273,1836,2393,1325,2654,20740,4969,54290,73681,547,664,31185,26919,34432,28298,40250,2543,3198,1950,3271,2738,2857,1329,577,19761,34,56550,Passaic, New Jersey
208,209,209,"Trenton city, New Jersey",1600000US3474000,4140,22485,10848,13473,19418,61386,35745,52288,741,564,3950,9875,2444,2040,1514,922,7590,16981,1550,1855,2178,2115,2005,2669,19843,11919,44567,64132,741,353,34538,25386,32031,17118,31148,2699,2660,4138,4021,3363,3011,5251,2452,28900,34,74000,Trenton, New Jersey
209,210,210,"Las Cruces city, New Mexico",1600000US3539380,7482,28670,14352,17218,31065,52000,35617,54835,1307,877,3329,8774,3603,2809,1531,1240,9056,24456,4412,2038,3534,4201,2721,3266,23486,18687,52708,68333,828,723,30978,22017,34456,23492,34755,4481,4951,4792,5383,8862,4733,4097,3660,43143,35,39380,Las Cruces, New Mexico
210,211,211,"Rochester city, New York",1600000US3663000,9918,21677,22517,16059,61593,54822,35403,51157,1905,1412,12243,8717,5252,5151,4859,3361,28850,41414,6903,3706,3976,4533,6578,5669,22509,43454,39157,56349,1135,900,37311,26379,44255,29832,43367,8042,7125,11521,12763,11743,9983,12106,8268,84868,36,63000,Rochester, New York
211,212,212,"Cincinnati city, Ohio",1600000US3915000,15939,24662,32335,15529,107794,68790,43585,67799,5511,6774,11818,9319,5850,6050,5652,3054,24806,65482,7193,3065,6809,9223,7262,11836,31874,73285,58549,86714,4397,5349,42919,30825,50497,31271,49191,12637,13502,17354,24100,16487,13615,17646,11141,138767,39,15000,Cincinnati, Ohio
212,213,213,"Youngstown city, Ohio",1600000US3988000,5729,18984,11663,15710,18580,43981,30019,42926,205,357,3200,9357,1819,1987,1875,1503,9812,14399,1746,3009,1493,1082,2679,1626,19471,13384,35061,47741,205,130,30688,19756,27306,21855,34630,2115,1261,5655,2842,3706,3857,4373,3412,27783,39,88000,Youngstown, Ohio
213,214,214,"Edmond city, Oklahoma",1600000US4023200,6579,23337,9142,22203,27452,116013,76347,118493,2231,5147,510,8596,571,1857,949,613,2533,24310,406,3167,3321,4429,2933,2701,44048,9164,95218,139872,1972,4964,41183,36644,71283,46232,57421,4485,5250,4246,4859,1659,2799,1917,881,33474,40,23200,Edmond, Oklahoma
214,215,215,"Bethlehem city, Pennsylvania",1600000US4206088,5546,21892,10757,18293,21069,79062,52136,75721,1377,1916,1871,8571,1483,1784,621,600,6242,16310,3178,2442,1903,2480,2168,2797,30819,13325,62532,88631,1280,1194,37655,29762,48081,35213,56141,3153,3287,3768,5675,3463,3176,1759,2061,29635,42,6088,Bethlehem, Pennsylvania
215,216,216,"Erie city, Pennsylvania",1600000US4224000,7109,13460,13195,16709,29439,47503,34761,45588,455,343,5243,10498,3592,2093,1635,298,11350,20993,2128,2504,2420,1896,4060,4258,19730,19453,44631,56678,455,286,33275,22376,38028,24355,31280,3294,2269,6730,6999,7380,5427,4086,3463,40446,42,24000,Erie, Pennsylvania
216,217,217,"Pittsburgh city, Pennsylvania",1600000US4261000,21929,22265,41580,16590,107008,77780,47417,72301,6912,8046,9148,9289,5519,4407,2972,1521,24128,57528,6200,1799,8155,9307,6096,9069,34636,84353,72654,100689,4870,5612,41992,31286,51587,32122,51639,15869,15342,15213,22515,16007,14814,16791,10372,141881,42,61000,Pittsburgh, Pennsylvania
217,218,218,"Scranton city, Pennsylvania",1600000US4269000,5955,16304,11217,16492,22802,53315,41773,52817,288,386,2105,7750,1891,2346,913,649,7793,17830,1035,2464,2950,1915,2072,4447,21509,12443,56668,63987,261,386,31300,25995,37374,23445,31377,3253,2862,3807,6444,4650,3364,2715,2504,30273,42,69000,Scranton, Pennsylvania
218,219,219,"Greenville city, South Carolina",1600000US4530850,3762,33944,7454,20428,23550,84390,61748,85382,1276,2559,1172,9150,1556,955,621,254,2815,14272,223,1155,2394,2274,711,2569,39507,15690,79985,112232,1033,1905,42497,36539,57054,48864,60359,4511,2790,2706,6927,2771,2293,2564,1565,29962,45,30850,Greenville, South Carolina
219,220,220,"Rapid City city, South Dakota",1600000US4652980,6010,26766,10091,18977,23228,67862,50233,70140,1482,1089,952,11889,1253,1766,387,644,3117,17308,591,4201,2294,3349,2541,2929,29776,13056,67426,87849,1359,786,33800,30631,40671,32294,44535,2991,3766,4530,5922,2991,4396,1606,1591,30364,46,52980,Rapid City, South Dakota
220,221,221,"Johnson City city, Tennessee",1600000US4738320,5565,20667,9152,19315,22414,76587,45359,71452,973,2165,1649,7300,1207,905,843,491,3954,16264,197,-999999999,2512,1897,2404,3153,32483,14243,69574,100544,842,2010,37457,26437,46913,23931,36428,3316,2413,3756,4858,4429,3172,3525,1900,30507,47,38320,Johnson City, Tennessee
221,222,222,"Arlington city, Texas",1600000US4804000,20642,26852,30224,18731,116947,78467,63091,80024,10534,6169,5028,10274,5745,8351,2901,2241,14895,93595,2341,1810,11569,17743,10332,19328,28744,42272,71516,91119,9686,5699,37424,32476,46742,40971,49460,16501,21626,17235,28370,10917,14323,5711,4481,135867,48,4000,Arlington, Texas
222,223,223,"Baytown city, Texas",1600000US4806128,3310,22448,7480,17592,21956,74790,55032,71329,931,1218,2082,10256,2006,1780,1532,130,4255,19142,476,-999999999,2445,3160,2300,4068,26579,8209,57002,76193,782,939,35222,36458,54981,37636,56636,3165,4638,3006,5100,2684,2706,2518,1385,27351,48,6128,Baytown, Texas
223,224,224,"Cedar Park city, Texas",1600000US4813552,2489,22993,3535,20502,22667,117663,103632,119209,3335,3735,893,10504,605,854,385,93,480,18435,144,-999999999,2339,5125,830,1800,41291,6332,116935,132050,2975,3429,51969,50435,75046,57199,72419,2975,6461,1414,3365,1267,1362,446,407,24767,48,13552,Cedar Park, Texas
224,225,225,"College Station city, Texas",1600000US4815976,3881,28601,6324,22031,36087,72518,50397,72716,1905,2303,1126,9107,461,1176,1046,390,1432,18046,354,-999999999,2567,4531,1240,2937,27257,23822,92302,113993,1584,2114,41490,19884,60013,25636,40841,4224,6001,3060,6608,4586,4409,5839,2933,41868,48,15976,College Station, Texas
225,226,226,"Conroe city, Texas",1600000US4816432,5414,37895,8045,16917,28222,80781,53943,81596,1505,2643,1252,9436,1700,1976,698,909,3105,20550,94,-999999999,2151,3124,2741,3910,32484,13302,63270,96894,1295,2046,32097,30887,46904,47085,56418,3435,3609,4713,7719,3758,3168,1964,1338,33852,48,16432,Conroe, Texas
226,227,227,"Denton city, Texas",1600000US4819972,8618,26532,10934,22071,41569,75796,64089,80117,2884,2609,1889,10127,864,1907,286,470,2710,27446,588,2026,5902,5777,3098,4440,30748,21323,82495,100524,2299,2403,36955,28361,50364,37251,50577,7662,7786,6724,8106,3601,4907,2961,1529,48769,48,19972,Denton, Texas
227,228,228,"Edinburg city, Texas",1600000US4822660,3440,47375,6239,14098,23705,60996,45686,63716,766,675,2207,7407,1772,1645,1675,2099,5971,21548,606,2045,3368,3226,2388,3934,19742,6455,56560,71023,766,675,36732,26004,37257,25243,34269,3930,3871,3065,4454,2674,2741,3380,2447,28003,48,22660,Edinburg, Texas
228,229,229,"Frisco city, Texas",1600000US4827684,7009,36240,9547,20546,57287,152182,131989,155060,11177,15180,751,9948,360,726,533,117,1138,47675,861,2244,4486,11028,1718,4202,53295,15887,151675,179344,10480,14025,68033,67456,103733,60397,80633,6621,13947,4716,7072,1867,1269,1290,423,63562,48,27684,Frisco, Texas
229,230,230,"Lewisville city, Texas",1600000US4842508,3826,18696,6271,19628,34880,82931,68750,82752,2563,1662,574,11252,722,1545,412,114,3007,23597,115,-999999999,5369,3954,2750,4973,31963,15141,80574,94803,2305,1453,39757,36417,48495,49337,59530,7150,6167,5552,8298,2546,3017,1242,541,38738,48,42508,Lewisville, Texas
230,231,231,"Lubbock city, Texas",1600000US4845000,12923,26354,24096,18544,81267,65535,48042,68087,3766,3079,5093,8960,5022,4846,2270,1627,12310,57342,1426,1852,9530,10787,7625,9905,27008,40115,68138,86305,3318,2412,36901,26667,45302,26211,38821,12352,12806,13569,14834,11755,9346,9861,6089,97457,48,45000,Lubbock, Texas
231,232,232,"Pharr city, Texas",1600000US4857200,2364,17389,5625,11510,16671,53593,37056,49920,690,405,2074,8461,1805,1977,2176,786,7131,16350,849,-999999999,1164,1475,2077,3795,15369,4511,46886,55431,690,405,22228,23052,36823,24127,25858,1344,1537,2443,4569,2297,2825,3183,1568,20861,48,57200,Pharr, Texas
232,233,233,"Salt Lake City city, Utah",1600000US4967000,10265,28091,17624,19261,66862,92555,61625,92882,5323,7237,2931,10288,1351,1855,1369,590,5083,38452,895,-999999999,5265,6494,4863,7124,38893,42262,85319,125763,3586,5955,43613,35623,48773,43458,61114,7997,11862,10902,14967,5775,7497,6027,3127,80714,49,67000,Salt Lake City, Utah
233,234,234,"Suffolk city, Virginia",1600000US5176432,9625,30065,10556,18578,27578,89260,71829,89323,2579,2321,1759,9453,1218,1034,692,293,4158,24434,634,-999999999,4108,6159,2460,4114,34702,10456,89898,105201,2264,2092,46675,42462,61750,37110,49990,4979,7010,4143,5935,3223,1895,1585,1220,34890,51,76432,Suffolk, Virginia
234,235,235,"Marysville city, Washington",1600000US5343955,5320,26193,7252,20352,21465,86468,74180,86672,2698,993,1290,11658,410,846,137,0,2605,18046,811,1994,2335,4730,2298,3977,33282,8208,87057,97632,2610,703,46234,41064,52537,45507,58544,3539,5690,2965,5623,1567,2053,621,505,26254,53,43955,Marysville, Washington
