,Unnamed: 0,0,NAME,GEO_ID,DP03_0068E,DP03_0069E,DP03_0066E,DP03_0067E,DP03_0064E,DP03_0065E,DP03_0062E,DP03_0063E,DP03_0060E,DP03_0061E,DP03_0070E,DP03_0071E,DP03_0078E,DP03_0079E,DP03_0076E,DP03_0077E,DP03_0074E,DP03_0075E,DP03_0072E,DP03_0073E,DP03_0082E,DP03_0083E,DP03_0080E,DP03_0081E,DP03_0088E,DP03_0089E,DP03_0086E,DP03_0087E,DP03_0084E,DP03_0085E,DP03_0094E,DP03_0092E,DP03_0093E,DP03_0090E,DP03_0091E,DP03_0058E,DP03_0059E,DP03_0056E,DP03_0057E,DP03_0054E,DP03_0055E,DP03_0052E,DP03_0053E,DP03_0051E,state,place,CITY,STATE
235,236,236,"Sammamish city, Washington",1600000US5361115,2886,29060,3199,27086,20126,214005,183038,218071,2985,9964,211,-999999999,-999999999,-999999999,-999999999,-999999999,172,-999999999,156,-999999999,-999999999,-999999999,-999999999,-999999999,73314,-999999999,191625,-999999999,-999999999,-999999999,85187,92298,152618,89639,-999999999,1686,4771,288,1135,393,348,230,39,21839,53,61115,Sammamish, Washington
236,237,237,"Spokane Valley city, Washington",1600000US5367167,7769,23617,12848,19290,30874,65218,55445,66499,1109,1023,2625,10647,1895,1857,532,838,6444,25856,2214,1988,4703,5009,3437,5558,26801,13868,70811,78686,1082,945,37126,31914,47944,34616,40912,5787,5300,6998,7884,3824,4101,1688,2010,39724,53,67167,Spokane Valley, Washington
237,238,238,"Vancouver city, Washington",1600000US5374060,13704,24704,23391,19817,57505,81729,60988,81890,4570,3996,3326,11450,1866,2751,1948,1047,10088,45282,2984,2720,6812,8144,6290,10488,33357,28684,70701,92196,2892,3044,41538,35548,50350,42167,58843,9190,11016,11020,15849,5579,6123,3760,2863,73966,53,74060,Vancouver, Washington
238,239,239,"Kenosha city, Wisconsin",1600000US5539225,6686,19585,10791,18734,30394,78978,57168,77323,1849,1414,1768,8578,863,2085,615,1183,5700,23335,746,2019,3396,4505,2826,5247,29929,13800,69956,92503,1318,1297,40049,31866,45424,35379,42614,4656,5079,5503,7597,2969,3578,1858,2632,37135,55,39225,Kenosha, Wisconsin
239,240,240,"Carolina zona urbana, Puerto Rico",1600000US7214290,10956,15177,22685,13611,35315,40984,25307,36075,85,975,622,10091,6587,5273,6963,2521,16041,37166,1683,2310,2259,1703,5842,4958,15587,18967,30109,42029,85,975,24173,20586,25480,17072,22545,2807,1866,7835,6459,10643,8336,11545,5582,56133,72,14290,Carolina zona urbana, Puerto Rico
240,241,241,"Buckeye city, Arizona",1600000US0407940,5415,27977,7983,20815,16171,81123,68655,82310,1020,993,783,4766,1163,997,754,82,2550,17294,520,1891,3583,2806,1504,4808,24176,3775,71769,85957,604,993,40598,34633,47358,43976,51684,4155,3131,1833,5490,1924,1747,691,85,21069,4,7940,Buckeye, Arizona
241,242,242,"Surprise city, Arizona",1600000US0471510,15349,28714,21859,23618,33510,83211,70280,83311,2322,3015,1421,10051,1008,1990,1003,463,2621,37181,747,2005,7328,7998,4179,8708,30959,12755,78796,90447,2331,2173,44320,38286,54019,43459,57902,8650,9285,5758,11299,2970,3732,2020,885,49936,4,71510,Surprise, Arizona
242,243,243,"Carson city, California",1600000US0611530,4333,31562,7538,18428,19842,103465,85776,103559,2358,2779,2362,8058,1166,1031,544,393,1813,20203,582,3077,3335,4015,1344,3516,29404,3693,90229,109878,2394,2465,47383,37478,51480,27230,53753,3700,4717,1864,3548,1694,1200,1032,1004,23896,6,11530,Carson, California
243,244,244,"Chico city, California",1600000US0613014,5346,39328,9290,15459,29666,73906,51419,74374,2665,2016,1307,9932,1914,1625,1142,501,4078,17973,852,-999999999,1874,3079,1648,3023,30274,19127,67992,88173,1807,1360,40144,26342,52767,37285,57973,3235,4934,4258,6226,4539,4221,2800,2206,37100,6,13014,Chico, California
244,245,245,"Costa Mesa city, California",1600000US0616532,4049,33598,8621,16627,34046,115900,80502,112522,4245,5112,1180,9758,1395,964,1015,180,2537,23844,693,2939,3111,5074,2066,3778,42593,16451,92279,121757,2704,3557,60085,42227,62415,70511,92282,6335,6835,3382,7115,2155,1558,2422,1136,40295,6,16532,Costa Mesa, California
245,246,246,"Elk Grove city, California",1600000US0622020,14105,38838,15969,19985,42890,107902,91820,109465,6615,4582,3346,9246,1823,2308,1160,348,2764,43338,1933,6533,6518,11554,3402,6267,35009,10282,99581,116036,5714,4244,52087,42940,65575,58834,71562,7798,13435,4413,7912,2829,3169,2419,448,53620,6,22020,Elk Grove, California
246,247,247,"Glendale city, California",1600000US0630000,5610,35239,17163,17346,57133,105436,69016,95454,6426,7962,11518,11922,4927,3990,2432,581,5631,49773,2203,4666,6209,8251,4854,6394,36572,23902,79973,108167,5768,6367,52264,41710,60984,46895,66806,9130,10835,7052,10854,7123,5220,5405,3668,73675,6,30000,Glendale, California
247,248,248,"Hawthorne city, California",1600000US0632548,3645,26686,6384,16575,25104,72669,62478,72559,972,1070,2090,9477,1256,1754,318,353,2835,18584,1020,5721,4037,3545,2772,2997,25828,10590,71926,81028,610,942,41115,30911,41685,48031,55157,5581,4362,3814,5627,2508,2872,1383,985,29174,6,32548,Hawthorne, California
248,249,249,"Irvine city, California",1600000US0636770,11828,34126,17892,21880,85269,134840,101667,130211,13628,17624,2806,8538,1950,2115,3404,518,2577,66077,1411,4532,6057,16600,5278,5437,47574,34073,121540,154621,10133,14585,62601,51490,94951,60472,76076,8846,21050,8019,11200,4426,4144,8753,2460,100150,6,36770,Irvine, California
249,250,250,"Lakewood city, California",1600000US0639892,5022,24050,6745,18586,22091,109390,94290,107258,3255,2356,1156,15455,151,834,440,250,679,19294,404,-999999999,3043,5188,1829,2944,36157,6699,100610,116347,2440,2175,55464,41674,62280,70097,74964,3563,6688,2521,4011,653,1485,977,484,25993,6,39892,Lakewood, California
250,251,251,"Livermore city, California",1600000US0641992,6556,39744,7957,20522,25880,148859,135350,146541,5656,7327,1080,9797,289,372,391,73,1057,23566,886,4731,2877,5736,700,2146,50858,7021,142441,161334,4441,6541,64423,56593,92288,67052,85238,3880,6317,1224,2753,895,1189,660,686,30587,6,41992,Livermore, California
251,252,252,"Merced city, California",1600000US0646898,4411,29536,8070,16067,19819,59856,45974,60402,1200,313,2574,11232,1174,2499,1359,764,4564,17124,2434,6443,1887,2396,2636,3141,20043,8951,51570,66726,955,313,36288,27122,40125,29554,43820,3023,3343,3392,4439,3013,3380,2291,1681,26075,6,46898,Merced, California
252,253,253,"Murrieta city, California",1600000US0650076,7148,28432,9373,19998,27165,104976,88717,108220,3763,3889,1026,11303,927,1347,764,150,1925,26320,1007,6361,4412,4900,2695,3892,32582,6071,92064,116358,3514,3719,42280,38533,60927,56039,59711,4983,6118,3571,5321,1284,2004,1130,328,32391,6,50076,Murrieta, California
253,254,254,"Perris city, California",1600000US0656700,1415,22550,3483,16367,15601,92885,66545,91921,480,591,565,8459,1035,1091,654,41,2393,15091,1592,6014,1719,3556,2311,3822,23494,-999999999,65635,93735,271,591,30550,30103,40402,51872,-999999999,2202,3808,2403,4665,1081,878,732,366,17206,6,56700,Perris, California
254,255,255,"Sacramento city, California",1600000US0664000,33823,34495,47257,16849,145177,86558,65046,84981,12917,12365,15365,10430,7745,8868,3859,2192,20074,109655,6050,4435,16613,19344,12174,19448,31816,73022,75604,97859,9909,9503,50005,37343,51670,48435,61981,24474,28777,21589,33688,15032,14037,10010,9788,182677,6,64000,Sacramento, California
255,256,256,"Santa Ana city, California",1600000US0669000,6161,19489,18758,15878,70665,81322,65313,81504,5577,3600,4456,8899,5457,5444,1416,1560,8730,62912,1780,4103,8961,10325,8973,13635,21552,15874,65117,81530,4221,2920,30247,27441,37307,46672,57933,11238,13018,10217,16920,6526,6111,3019,2560,78786,6,69000,Santa Ana, California
256,257,257,"Santa Clarita city, California",1600000US0669088,10632,41977,16890,20700,57907,116886,100710,119291,9283,9974,2421,10199,2165,1963,1103,549,3437,50391,1341,-999999999,6257,12810,3346,6223,39558,17118,111712,128899,7175,8800,56888,42281,75081,62030,82547,8385,14846,5080,9687,3214,3110,2445,1485,67509,6,69088,Santa Clarita, California
257,258,258,"Union City city, California",1600000US0681204,4282,22374,6150,18162,17796,148283,123780,146954,3402,5185,787,8909,106,251,165,207,1411,17527,2104,3278,2448,3597,928,1946,43061,2463,133524,152989,3002,4877,65176,59061,70172,52360,81742,2472,4012,1091,2502,405,425,218,278,19990,6,81204,Union City, California
258,259,259,"Yuba City city, California",1600000US0686972,4873,48633,7945,16462,17034,76509,58057,82914,1551,834,2128,9991,1238,1757,529,451,2578,16459,842,2779,2089,3004,1801,3497,28858,6065,66315,95222,1345,748,38255,32151,52495,36386,40608,2802,3330,3027,4390,1739,2353,1441,1057,22524,6,86972,Yuba City, California
259,260,260,"Loveland city, Colorado",1600000US0846465,5177,33443,8662,21411,25008,89914,74876,95582,1867,1841,1115,12955,420,561,576,577,2584,19794,639,1467,3704,5237,1896,3615,38463,11059,91065,108906,1613,1595,47984,41828,56552,50314,69593,4236,7440,3818,6036,2209,1954,827,625,30853,8,46465,Loveland, Colorado
260,261,261,"Norwalk city, Connecticut",1600000US0955990,5225,27235,10653,20452,28490,127899,80338,119520,3137,5553,810,11031,1076,1214,257,334,2924,20730,276,-999999999,2455,3575,2538,2996,48568,14603,91461,138781,2246,4039,61892,45693,66935,56796,89481,4333,5379,3073,5840,2520,2611,2007,880,35333,9,55990,Norwalk, Connecticut
261,262,262,"Clearwater city, Florida",1600000US1212875,10337,24386,18743,18212,32769,68901,45764,65673,1681,1507,1872,11199,2304,2382,1458,357,6551,25051,856,2544,4105,3591,3499,4870,29966,23653,65282,84486,1333,1152,37512,30882,45133,30615,44253,6134,4977,7245,8020,5894,5680,4645,2921,48704,12,12875,Clearwater, Florida
262,263,263,"Deerfield Beach city, Florida",1600000US1216725,5915,30645,12300,15783,23629,62913,45172,59952,1478,1131,1843,10316,740,1879,1399,401,3874,18159,344,1118,1699,2527,3139,4408,26945,15642,56364,75051,1029,938,34539,30216,40370,27285,40387,2904,3033,5280,6447,3942,3953,2888,2745,33801,12,16725,Deerfield Beach, Florida
263,264,264,"Deltona city, Florida",1600000US1217200,6112,23392,10322,19134,22711,63196,53710,63705,545,528,2778,11727,1063,2013,783,258,5615,21753,556,-999999999,4294,2565,4684,5093,22266,7941,58249,67891,513,487,34069,31617,40798,32914,47333,4645,3758,5594,6619,1937,3600,1659,809,29694,12,17200,Deltona, Florida
264,265,265,"North Port city, Florida",1600000US1249675,8250,33598,13302,24099,16878,65186,70281,84489,932,1166,1780,11147,488,1763,1060,0,1803,19413,262,-999999999,4617,3045,2273,4661,33415,6274,72274,78985,932,574,38966,27208,40237,41566,88843,4965,3923,2315,6878,1439,2293,1149,627,25687,12,49675,North Port, Florida
265,266,266,"Orlando city, Florida",1600000US1253000,10584,21784,24606,17050,95843,82244,51820,78250,5321,7919,3802,8994,5758,6828,4115,560,18387,60313,2631,2877,5569,7388,7565,13164,33569,53863,59977,89810,3715,5651,36864,30746,41768,39789,62442,11560,11382,14044,23933,11619,13454,8966,5978,114176,12,53000,Orlando, Florida
266,267,267,"Pembroke Pines city, Florida",1600000US1255775,8447,20323,20101,15398,41784,92914,60825,80208,3889,3325,2169,9614,2136,2529,2496,411,5433,39607,980,1659,6421,8225,5163,5603,28751,17327,80288,95833,3488,3135,42062,38362,50961,29135,40340,7615,9849,6838,8315,3420,4309,8357,1017,56934,12,55775,Pembroke Pines, Florida
267,268,268,"Plantation city, Florida",1600000US1257425,4575,35115,9460,21031,27658,101944,75920,102830,3193,2760,945,7835,913,971,588,393,2972,21851,303,-999999999,3842,4122,2505,3542,38856,11621,86908,118653,2702,2273,51965,41222,50165,51620,68729,5211,6006,4257,5693,1998,1582,1491,1281,33472,12,57425,Plantation, Florida
268,269,269,"St. Petersburg city, Florida",1600000US1263000,19539,27607,34391,18292,80005,83157,58057,81114,6853,6003,4526,10032,2771,4487,2361,1568,12176,54730,2833,1841,8899,9398,4344,11550,35580,50886,75788,101304,4639,4713,40839,35156,47368,39113,55366,13280,14356,12206,20127,10312,11351,6536,4592,105616,12,63000,St. Petersburg, Florida
269,270,270,"Wesley Chapel CDP, Florida",1600000US1275875,2988,26873,4987,19914,18404,112900,86885,112949,2207,2076,956,11500,691,721,473,0,2679,15820,204,-999999999,2146,4308,851,2500,37546,4913,105056,127305,2054,2076,47239,45502,61532,55358,60955,3252,4898,1969,3574,1210,1045,452,50,20733,12,75875,Wesley Chapel, Florida
270,271,271,"West Palm Beach city, Florida",1600000US1276600,6465,28938,14360,19632,30379,76669,53046,80348,2711,2057,1756,8783,2213,1173,1106,443,6822,21071,942,2073,2639,3028,2979,4542,32878,20090,62966,94594,1371,1577,37012,30148,40710,41448,62476,4453,4836,6979,8017,4223,3683,2172,2030,41161,12,76600,West Palm Beach, Florida
271,272,272,"Roswell city, Georgia",1600000US1367284,6393,31588,9004,20097,31081,139082,108616,139433,5303,7595,945,10920,836,1503,293,0,2019,25179,144,-999999999,1383,4608,2456,2668,54202,10677,134535,165573,4604,6828,61044,50909,77735,57478,74525,2313,6143,3979,5261,2371,1957,573,361,35856,13,67284,Roswell, Georgia
272,273,273,"Chicago city, Illinois",1600000US1714000,133497,28912,258437,16339,856537,96785,57238,89813,71558,98088,66710,9724,49029,52729,33241,18373,186539,568974,30478,2703,60536,83913,65773,88360,37160,508912,67206,106939,46991,70029,50686,38778,54503,45215,67901,114226,143455,119029,168595,112538,99309,99522,51566,1077886,17,14000,Chicago, Illinois
273,274,274,"South Bend city, Indiana",1600000US1871000,5009,16158,11816,16437,32203,60714,40532,60867,1005,855,2230,9532,2181,2385,1418,897,5756,23474,1018,2037,2736,3505,4378,4527,24389,16841,54416,70029,875,572,36411,27935,43861,26617,45592,3906,4180,7002,6726,5096,5157,3708,2680,40315,18,71000,South Bend, Indiana
274,275,275,"West Des Moines city, Iowa",1600000US1983910,4186,23381,7630,20124,24448,99960,72917,99376,3203,2342,487,7996,898,837,293,344,1766,18648,123,-999999999,2869,4175,1536,2785,44097,10750,97483,120901,2838,2073,51488,46172,66536,44701,59608,3890,5084,3794,5092,1902,2799,863,429,29398,19,83910,West Des Moines, Iowa
275,276,276,"Overland Park city, Kansas",1600000US2053775,12058,28618,22184,21986,66624,115842,83717,115721,8885,11050,2207,12011,1248,2007,725,163,1119,50710,361,-999999999,7306,10908,3547,7646,48533,28861,112373,140509,7746,9414,51953,47454,72179,51695,69352,10982,13350,8489,14426,3162,5528,1956,1743,79571,20,53775,Overland Park, Kansas
276,277,277,"Topeka city, Kansas",1600000US2071000,10920,41873,19034,18042,40078,60134,44338,64432,1820,1836,3216,9435,3132,2332,661,1093,5635,29705,1330,2878,4660,4496,5158,5103,28292,24992,63478,81385,1554,1516,37446,31712,44718,30573,41838,6176,5502,10295,8694,6359,5962,4808,3245,54697,20,71000,Topeka, Kansas
277,278,278,"Portland city, Maine",1600000US2360545,4480,23258,6294,16127,25767,79956,62536,78167,1625,1662,1839,11367,484,939,191,204,3816,13443,797,2374,2704,3251,1277,2026,37349,17750,90083,108461,1099,1268,49158,38371,51587,41492,52991,4356,4903,3583,5844,2536,2488,2146,2050,31193,23,60545,Portland, Maine
278,279,279,"Silver Spring CDP, Maryland",1600000US2472450,3770,40962,5308,20413,27694,113661,81992,110211,3816,4357,831,8590,1456,1562,215,157,1961,18264,300,-999999999,2005,3304,1174,2476,45035,13874,101243,130469,2184,3731,58967,43338,68110,71577,79700,4615,5384,2409,5114,1637,2295,1254,1257,32138,24,72450,Silver Spring, Maryland
279,280,280,"Waldorf CDP, Maryland",1600000US2481175,5895,36149,5059,18644,25517,96488,86777,99699,3312,2497,503,7664,615,732,706,234,1789,19381,235,3502,3059,4233,1060,4293,37487,9109,94287,106266,2482,1967,60521,45924,61659,72008,78685,4596,6053,1868,5625,1443,1473,1006,617,28490,24,81175,Waldorf, Maryland
280,281,281,"New Bedford city, Massachusetts",1600000US2545000,4488,18503,10614,15625,27890,67519,48762,60294,1400,756,4379,9723,2172,2509,1239,619,9468,21190,1687,4077,2132,3487,3136,4155,24788,16720,56804,68803,1162,579,39763,32245,46894,35926,43890,4166,5207,5186,7050,4558,3625,3519,2443,37910,25,45000,New Bedford, Massachusetts
281,282,282,"Detroit city, Michigan",1600000US2622000,51047,20739,90101,15780,170444,48725,31283,43610,4080,3405,36304,8878,17436,20083,19259,8730,99519,137717,10719,2312,11732,10280,22379,23296,18427,128616,36842,49646,2767,1755,32770,25389,35558,23133,34620,18259,14899,39555,38825,36134,38320,52354,20502,266333,26,22000,Detroit, Michigan
282,283,283,"Lansing city, Michigan",1600000US2646000,9952,20093,14245,18314,37325,51340,40670,51919,1125,523,3533,9945,2093,3452,2251,1410,10895,25656,3026,2141,3223,3151,3060,5590,22402,22975,53826,62033,1052,374,37709,26527,42185,31985,38186,5175,3897,7216,9704,5577,6268,5088,4058,48631,26,46000,Lansing, Michigan
283,284,284,"Rochester city, Minnesota",1600000US2754880,8002,28980,12992,20017,39951,100448,70094,96055,3974,4179,1385,9631,1221,1274,493,360,4166,28739,2316,1117,4816,5784,2501,5000,41466,20622,93454,126877,3254,4036,52487,40782,61414,41601,50124,7213,7847,6388,7902,3943,3346,2317,2252,49361,27,54880,Rochester, Minnesota
284,285,285,"Springfield city, Missouri",1600000US2970000,9811,19286,24006,17849,52931,51778,33879,47594,1507,1465,7065,10495,4176,4739,1588,1477,13224,37175,1580,2610,4069,3252,7530,7729,22077,42045,47748,65220,1398,1217,32951,26736,33823,23039,30957,6062,3910,12880,13062,11138,11469,8355,9372,79220,29,70000,Springfield, Missouri
285,286,286,"Nashua city, New Hampshire",1600000US3350260,6407,21920,12959,18991,30066,103513,75838,96005,3120,3595,2115,7606,937,1733,745,414,3836,23078,702,2720,4152,4846,1892,2754,42633,15442,92839,118351,2565,3040,44604,42359,67604,42532,59125,6012,6877,3927,5165,3084,3069,2268,1403,38520,33,50260,Nashua, New Hampshire
286,287,287,"Camden city, New Jersey",1600000US3410000,3109,19839,9501,13208,15491,45133,25928,40822,406,307,4712,8122,3411,2269,2282,1588,10717,15190,1345,1842,1207,1275,1088,1482,14605,8614,25899,45322,406,182,30533,20746,31023,14408,25953,1386,1536,2114,2580,4214,3952,4684,2625,23804,34,10000,Camden, New Jersey
287,288,288,"East Orange city, New Jersey",1600000US3419390,3674,40728,6879,16749,16377,67207,47512,64720,846,774,2825,10308,941,1241,1384,363,5684,13296,1059,2261,2133,1762,2129,2163,24341,8784,54065,68593,673,507,42713,31788,41986,36084,50368,2649,2627,3991,3545,1729,1880,2595,1444,22080,34,19390,East Orange, New Jersey
288,289,289,"Jersey City city, New Jersey",1600000US3436000,7273,18516,20808,14790,87512,118035,72561,109103,9485,13606,5672,9837,5300,4845,2775,1786,16084,61783,3699,2595,7490,11861,5826,7317,42677,40570,81303,117486,5814,8769,56478,46416,61196,54666,92681,10844,16578,10427,13412,7254,6809,9417,4521,102353,34,36000,Jersey City, New Jersey
289,290,290,"Brentwood CDP, New York",1600000US3608026,2406,23126,4246,16645,12852,95990,74240,94062,1447,1088,1235,13203,376,1098,552,152,1533,12613,236,-999999999,1364,3860,967,2712,23579,-999999999,83699,97454,805,727,38472,32072,37256,24535,-999999999,1752,3192,1270,3007,900,1209,821,390,15076,36,8026,Brentwood, New York
290,291,291,"New York city, New York",1600000US3651000,427193,28071,848474,17341,2479959,110706,63799,101892,237681,361919,251672,9260,157583,148112,109088,70281,615225,1892692,144372,3438,216955,298442,198815,288444,39589,1291804,72268,115305,155988,248984,52107,40932,56264,47113,77197,353682,458542,321127,455280,290826,242476,284319,178644,3184496,36,51000,New York, New York
291,292,292,"Schenectady city, New York",1600000US3665508,3874,28941,7394,17367,17993,59843,45797,57166,983,204,2846,8635,582,1408,378,282,4171,10995,1065,4966,2078,1329,1452,2449,24254,13272,61962,72819,920,117,38350,30932,40749,32140,41771,3172,2630,3514,4400,2524,2755,2061,2024,24267,36,65508,Schenectady, New York
292,293,293,"Toledo city, Ohio",1600000US3977000,18979,23527,33561,16287,83636,49890,35866,47313,1615,765,10448,9582,6459,9619,6312,2843,26563,61697,3306,2891,7046,7645,8399,11641,20902,55152,45419,55161,1235,498,33957,25414,37437,24485,35496,10344,9606,16792,20358,16384,15772,15829,9384,116849,39,77000,Toledo, Ohio
293,294,294,"Lawton city, Oklahoma",1600000US4041850,8471,25778,9813,17327,25843,55307,47360,60275,812,594,3010,10275,1857,1688,1172,974,6546,21919,1080,4034,2984,3152,4128,4908,23335,11416,54894,66382,628,428,31507,26235,38947,31087,43167,3519,3703,5637,7418,3511,3254,2422,2465,33335,40,41850,Lawton, Oklahoma
294,295,295,"Tulsa city, Oklahoma",1600000US4075000,22516,22982,46596,19743,125766,74691,47583,72880,5956,9529,9176,10084,7500,8129,5795,3092,21046,93446,4637,1943,12469,12402,13505,17651,30709,69637,61482,89592,5022,7881,35389,30675,45146,33460,48494,17731,16571,25706,28569,18147,17653,13815,9406,163083,40,75000,Tulsa, Oklahoma
